date,location_key,search_trends_impetigo,search_trends_nausea,search_trends_itch,search_trends_skin_rash,search_trends_swelling,search_trends_acne
2020-01-01,US,8.63,0.15,6.28,2.58,5.51,5.09
2020-01-02,US,9.16,0.18,6.43,2.37,5.79,5.19
2020-01-03,US,8.75,0.17,6.36,2.3,5.68,5.09
2020-01-04,US,9.16,0.15,6.45,2.32,5.55,5.08
2020-01-05,US,9.31,0.15,6.44,2.25,5.51,5.12
2020-01-06,US,8.33,0.17,6.35,2.25,5.72,5.04
2020-01-07,US,8.16,0.17,6.23,2.15,5.69,4.98
2020-01-08,US,8.09,0.17,6.12,2.06,15.92,4.96
2020-01-09,US,8.1,0.18,6.17,2.05,12.44,5.01
2020-01-10,US,7.58,0.16,5.86,1.97,7.79,4.82
2020-01-11,US,8.62,0.15,6.3,2.11,7.0,5.06
2020-01-12,US,9.27,0.16,6.46,2.19,6.45,5.14
2020-01-13,US,7.89,0.18,6.2,2.14,6.27,4.97
2020-01-14,US,7.88,0.18,6.14,2.11,6.09,5.01
2020-01-15,US,7.89,0.17,6.05,2.07,5.98,5.04
2020-01-16,US,7.9,0.17,5.91,2.0,5.83,4.98
2020-01-17,US,7.46,0.15,5.74,1.93,5.67,4.75
2020-01-18,US,8.53,0.15,6.32,2.11,5.75,5.1
2020-01-19,US,8.95,0.15,6.57,2.17,5.86,5.19
2020-01-20,US,9.2,0.18,6.65,2.23,6.18,5.28
2020-01-21,US,8.12,0.19,6.35,2.12,6.11,5.02
2020-01-22,US,8.0,0.19,6.3,2.07,6.03,5.28
2020-01-23,US,8.82,0.21,6.26,2.07,6.0,5.09
2020-01-24,US,8.05,0.19,6.1,2.02,5.74,5.06
2020-01-25,US,8.88,0.18,6.54,2.22,5.91,5.22
2020-01-26,US,8.5,0.19,6.19,2.15,5.63,5.09
2020-01-27,US,7.57,0.19,6.05,2.17,5.85,5.02
2020-01-28,US,7.79,0.19,6.11,2.15,7.38,5.07
2020-01-29,US,7.71,0.19,6.0,2.11,9.04,5.11
2020-01-30,US,7.75,0.19,6.0,2.06,6.21,4.97
2020-01-31,US,7.24,0.18,5.79,2.0,5.71,4.8
2020-02-01,US,8.34,0.16,6.25,2.19,5.83,5.08
2020-02-02,US,8.46,0.16,6.2,2.15,5.6,4.95
2020-02-03,US,7.75,0.2,6.12,2.23,5.91,5.1
2020-02-04,US,7.78,0.19,6.1,2.14,5.81,5.08
2020-02-05,US,7.71,0.2,6.0,2.08,5.77,4.99
2020-02-06,US,7.74,0.18,6.15,2.07,5.82,4.96
2020-02-07,US,7.4,0.17,5.89,2.05,5.49,4.76
2020-02-08,US,8.49,0.17,6.38,2.2,5.74,5.06
2020-02-09,US,8.98,0.3,6.56,2.23,5.88,5.17
2020-02-10,US,7.85,0.22,6.27,2.21,6.18,5.15
2020-02-11,US,7.84,0.2,6.2,2.12,5.91,5.11
2020-02-12,US,7.71,0.2,6.04,2.06,5.72,5.06
2020-02-13,US,7.43,0.19,5.82,2.01,5.5,4.93
2020-02-14,US,6.64,0.16,5.46,1.89,5.12,4.58
2020-02-15,US,8.34,0.17,6.41,2.2,5.87,5.1
2020-02-16,US,8.91,0.17,6.73,2.26,6.09,5.32
2020-02-17,US,8.91,0.19,6.76,2.27,6.3,5.54
2020-02-18,US,8.18,0.19,6.42,2.21,6.09,5.55
2020-02-19,US,8.09,0.19,6.23,2.1,5.93,5.24
2020-02-20,US,7.98,0.17,6.16,2.03,5.83,5.06
2020-02-21,US,7.6,0.17,5.98,1.98,5.65,4.84
2020-02-22,US,8.55,0.16,6.56,2.13,5.92,5.11
2020-02-23,US,9.27,0.17,6.87,2.23,6.22,5.39
2020-02-24,US,8.01,0.19,6.43,2.17,6.06,5.23
2020-02-25,US,8.08,0.19,6.31,2.09,5.94,5.17
2020-02-26,US,7.87,0.18,6.06,2.04,5.77,5.08
2020-02-27,US,7.84,0.17,5.99,1.97,5.8,4.99
2020-02-28,US,7.21,0.16,5.81,1.92,5.57,4.72
2020-02-29,US,8.38,0.16,6.39,2.08,5.84,5.01
2020-03-01,US,9.08,0.16,6.64,2.1,6.05,5.22
2020-03-02,US,7.87,0.18,6.24,2.09,6.05,5.1
2020-03-03,US,7.74,0.17,6.13,2.01,5.89,5.03
2020-03-04,US,7.87,0.18,6.08,1.99,5.83,5.09
2020-03-05,US,7.77,0.17,6.04,1.97,5.84,5.01
2020-03-06,US,7.31,0.16,5.8,1.91,5.7,4.84
2020-03-07,US,8.22,0.15,6.18,1.99,5.76,5.15
2020-03-08,US,8.55,0.15,6.37,2.03,6.06,5.1
2020-03-09,US,7.62,0.17,6.25,2.04,6.08,5.04
2020-03-10,US,7.48,0.17,6.14,1.96,6.02,4.92
2020-03-11,US,7.16,0.17,5.92,1.88,5.99,4.71
2020-03-12,US,6.5,0.16,5.51,1.84,5.74,4.36
2020-03-13,US,6.31,0.14,5.28,1.7,5.44,4.16
2020-03-14,US,7.28,0.14,5.94,1.86,6.05,4.49
2020-03-15,US,7.34,0.14,5.91,1.81,6.14,4.38
2020-03-16,US,6.62,0.14,5.48,1.66,6.1,4.08
2020-03-17,US,6.77,0.13,5.51,1.62,5.79,4.06
2020-03-18,US,6.87,0.13,5.57,1.6,5.71,4.06
2020-03-19,US,7.2,0.13,5.53,1.59,5.71,4.07
2020-03-20,US,7.42,0.12,5.47,1.57,5.41,3.99
2020-03-21,US,8.58,0.13,6.06,1.66,5.78,4.22
2020-03-22,US,8.99,0.13,6.09,1.68,5.76,4.22
2020-03-23,US,8.12,0.14,5.65,1.67,5.46,4.07
2020-03-24,US,8.12,0.13,5.79,1.69,5.57,4.35
2020-03-25,US,7.96,0.13,5.8,1.68,5.42,4.36
2020-03-26,US,7.95,0.13,5.93,1.67,5.66,4.24
2020-03-27,US,7.87,0.12,5.99,1.66,5.46,4.27
2020-03-28,US,8.73,0.12,6.53,1.74,5.71,4.48
2020-03-29,US,8.98,0.12,6.62,1.73,5.84,4.45
2020-03-30,US,8.27,0.12,6.14,1.73,5.53,4.3
2020-03-31,US,9.02,0.12,5.99,1.77,5.29,4.21
2020-04-01,US,9.01,0.12,5.87,1.67,5.27,4.12
2020-04-02,US,10.08,0.12,5.95,1.65,5.38,4.15
2020-04-03,US,11.12,0.12,5.88,1.61,5.24,4.05
2020-04-04,US,12.09,0.12,6.54,1.71,5.92,4.34
2020-04-05,US,11.18,0.12,6.71,1.73,6.03,4.45
2020-04-06,US,10.11,0.13,6.49,1.73,6.12,4.38
2020-04-07,US,9.64,0.12,6.58,1.69,6.24,4.47
2020-04-08,US,9.41,0.12,6.62,1.68,6.14,4.5
2020-04-09,US,9.11,0.12,6.45,1.69,5.77,4.41
2020-04-10,US,9.14,0.12,6.44,1.77,5.72,4.27
2020-04-11,US,9.62,0.12,6.95,1.86,6.17,4.44
2020-04-12,US,8.98,0.12,6.99,1.81,6.11,5.21
2020-04-13,US,9.17,0.13,6.57,1.81,5.78,4.43
2020-04-14,US,9.57,0.13,6.59,1.81,6.03,4.39
2020-04-15,US,9.75,0.12,6.17,1.68,5.51,4.18
2020-04-16,US,10.26,0.12,6.37,1.65,5.67,4.41
2020-04-17,US,10.04,0.12,6.38,1.63,5.61,4.27
2020-04-18,US,10.79,0.12,6.95,1.71,6.1,4.5
2020-04-19,US,10.99,0.13,7.24,1.75,6.33,4.69
2020-04-20,US,9.71,0.14,6.81,1.75,6.16,4.57
2020-04-21,US,9.74,0.13,6.73,1.69,6.1,4.58
2020-04-22,US,9.62,0.13,6.94,1.67,5.96,4.85
2020-04-23,US,9.54,0.13,6.55,1.68,5.75,4.64
2020-04-24,US,9.28,0.13,6.53,1.64,5.74,4.54
2020-04-25,US,10.05,0.16,7.37,1.72,6.44,4.86
2020-04-26,US,10.09,0.13,7.48,1.76,6.58,4.99
2020-04-27,US,9.34,0.13,7.13,1.77,6.29,4.83
2020-04-28,US,9.61,0.13,7.35,1.72,6.4,4.85
2020-04-29,US,9.52,0.13,6.98,1.7,6.22,4.79
2020-04-30,US,9.49,0.12,6.74,1.7,5.99,4.7
2020-05-01,US,9.12,0.12,6.84,1.65,6.13,4.68
2020-05-02,US,9.65,0.12,8.13,1.72,7.33,5.21
2020-05-03,US,9.78,0.12,8.54,1.71,7.84,5.43
2020-05-04,US,9.04,0.13,7.75,1.72,7.0,5.16
2020-05-05,US,9.04,0.13,7.42,1.69,6.72,4.94
2020-05-06,US,9.16,0.13,7.16,1.69,6.51,4.85
2020-05-07,US,9.19,0.13,7.24,1.65,6.66,4.83
2020-05-08,US,8.91,0.12,6.84,1.62,6.22,4.68
2020-05-09,US,9.36,0.12,7.48,1.68,6.73,4.82
2020-05-10,US,9.19,0.12,7.75,1.68,7.08,4.95
2020-05-11,US,9.27,0.14,7.28,1.8,6.61,4.96
2020-05-12,US,9.31,0.19,7.19,1.75,6.55,4.82
2020-05-13,US,9.34,0.2,7.18,1.73,6.64,4.84
2020-05-14,US,9.43,0.14,7.29,1.71,6.73,4.87
2020-05-15,US,8.94,0.13,7.28,1.69,6.71,4.91
2020-05-16,US,9.38,0.12,8.36,1.76,7.59,5.33
2020-05-17,US,9.73,0.13,8.49,1.77,7.57,5.48
2020-05-18,US,9.25,0.13,7.73,1.79,7.09,5.26
2020-05-19,US,9.4,0.13,7.61,1.77,6.95,5.29
2020-05-20,US,9.12,0.13,7.31,1.74,6.7,5.01
2020-05-21,US,9.22,0.13,7.47,1.72,6.86,5.05
2020-05-22,US,8.9,0.12,7.53,1.71,6.85,5.01
2020-05-23,US,9.45,0.13,8.47,1.76,7.67,5.32
2020-05-24,US,9.46,0.13,9.04,1.78,8.2,5.7
2020-05-25,US,9.42,0.13,9.52,1.77,8.49,5.86
2020-05-26,US,9.1,0.14,9.09,1.81,8.19,5.84
2020-05-27,US,9.03,0.14,8.8,1.75,7.87,5.66
2020-05-28,US,9.06,0.13,8.42,1.72,7.51,5.49
2020-05-29,US,8.38,0.13,8.01,1.68,7.24,5.21
2020-05-30,US,8.23,0.13,8.59,1.69,7.8,5.2
2020-05-31,US,8.1,0.12,8.6,1.65,7.72,5.16
2020-06-01,US,7.83,0.13,8.12,1.66,7.22,5.05
2020-06-02,US,8.03,0.14,8.26,1.67,7.25,5.14
2020-06-03,US,8.29,0.14,8.42,1.68,7.39,5.3
2020-06-04,US,8.38,0.14,8.61,1.7,7.46,5.38
2020-06-05,US,8.14,0.14,8.48,1.72,7.25,5.28
2020-06-06,US,8.46,0.14,9.22,1.76,7.96,5.58
2020-06-07,US,8.67,0.14,9.84,1.81,8.5,6.07
2020-06-08,US,8.55,0.15,9.4,1.87,8.23,5.91
2020-06-09,US,9.37,0.15,9.19,1.85,8.0,5.81
2020-06-10,US,9.66,0.15,8.94,1.83,7.86,5.72
2020-06-11,US,9.21,0.16,8.67,1.83,7.69,5.58
2020-06-12,US,8.62,0.16,8.56,1.82,7.63,5.48
2020-06-13,US,8.67,0.16,9.27,1.88,8.26,5.76
2020-06-14,US,8.86,0.15,9.58,1.91,8.43,6.0
2020-06-15,US,8.8,0.16,9.04,1.92,7.97,5.71
2020-06-16,US,9.02,0.16,8.94,1.91,7.83,5.66
2020-06-17,US,8.89,0.16,8.64,1.9,7.65,5.68
2020-06-18,US,8.98,0.16,8.6,1.9,7.6,5.62
2020-06-19,US,8.49,0.15,8.5,1.88,7.49,5.51
2020-06-20,US,8.59,0.15,9.15,1.92,7.96,5.75
2020-06-21,US,8.92,0.15,9.84,1.93,8.38,6.07
2020-06-22,US,10.46,0.16,9.57,2.02,8.19,6.12
2020-06-23,US,9.41,0.16,9.25,1.98,7.96,6.0
2020-06-24,US,9.15,0.16,8.92,2.01,7.78,5.9
2020-06-25,US,8.93,0.16,8.78,2.03,7.7,5.8
2020-06-26,US,8.49,0.17,8.74,1.95,7.65,5.62
2020-06-27,US,8.8,0.16,9.27,1.99,7.94,5.81
2020-06-28,US,9.15,0.16,9.83,2.02,8.33,6.03
2020-06-29,US,8.9,0.17,9.5,2.04,8.17,5.94
2020-06-30,US,8.93,0.17,9.07,2.0,7.73,5.73
2020-07-01,US,8.87,0.16,8.71,1.98,7.64,5.64
2020-07-02,US,8.66,0.17,8.73,1.94,7.61,5.65
2020-07-03,US,8.51,0.15,9.04,1.93,7.73,5.69
2020-07-04,US,7.81,0.15,9.49,1.91,7.91,5.92
2020-07-05,US,8.64,0.16,10.85,2.06,8.68,6.69
2020-07-06,US,8.64,0.18,10.76,2.04,8.59,6.44
2020-07-07,US,8.83,0.18,9.96,2.03,8.35,6.16
2020-07-08,US,8.82,0.18,9.32,2.02,8.17,6.03
2020-07-09,US,8.82,0.19,9.01,2.0,7.97,5.92
2020-07-10,US,8.35,0.19,8.73,2.02,7.51,5.74
2020-07-11,US,8.51,0.16,9.31,2.04,7.84,5.87
2020-07-12,US,8.73,0.17,9.83,2.03,8.25,6.13
2020-07-13,US,8.56,0.18,9.42,2.05,7.97,6.04
2020-07-14,US,8.63,0.18,9.09,2.02,7.79,5.91
2020-07-15,US,8.64,0.17,8.88,1.98,8.04,5.69
2020-07-16,US,8.82,0.18,8.77,1.98,7.77,5.67
2020-07-17,US,8.42,0.17,8.51,1.94,7.34,5.56
2020-07-18,US,8.6,0.16,9.26,1.98,7.91,5.8
2020-07-19,US,8.95,0.17,9.85,2.0,8.14,6.04
2020-07-20,US,8.76,0.19,9.61,2.05,8.01,5.99
2020-07-21,US,8.89,0.19,9.15,2.01,7.67,5.88
2020-07-22,US,8.69,0.18,8.52,1.95,7.23,5.8
2020-07-23,US,8.79,0.18,8.42,1.96,7.24,5.63
2020-07-24,US,8.31,0.17,8.23,1.94,7.11,5.59
2020-07-25,US,8.48,0.17,9.02,1.98,7.52,5.79
2020-07-26,US,8.72,0.17,9.59,2.02,7.83,6.07
2020-07-27,US,8.6,0.19,9.37,2.04,7.7,6.02
2020-07-28,US,8.88,0.19,8.96,1.98,7.56,5.86
2020-07-29,US,8.8,0.2,8.57,1.96,7.42,5.83
2020-07-30,US,8.64,0.2,8.63,1.96,7.14,5.74
2020-07-31,US,8.11,0.2,8.22,1.9,6.94,5.56
2020-08-01,US,8.31,0.19,8.67,1.97,7.17,5.79
2020-08-02,US,8.7,0.19,9.28,2.0,7.41,5.9
2020-08-03,US,8.61,0.22,9.02,2.0,7.27,5.78
2020-08-04,US,8.56,0.21,8.38,1.91,6.9,5.52
2020-08-05,US,8.72,0.2,8.25,1.92,6.94,5.53
2020-08-06,US,8.77,0.19,8.2,1.93,6.89,5.55
2020-08-07,US,8.35,0.18,8.05,1.88,6.7,5.45
2020-08-08,US,8.59,0.17,8.75,1.96,7.16,5.63
2020-08-09,US,8.86,0.18,9.35,2.0,7.51,5.88
2020-08-10,US,8.53,0.19,8.93,1.95,7.23,5.72
2020-08-11,US,8.62,0.18,8.64,1.92,7.08,5.66
2020-08-12,US,8.53,0.18,8.27,1.91,6.88,5.64
2020-08-13,US,8.62,0.18,8.15,1.89,6.77,5.58
2020-08-14,US,8.18,0.17,8.03,1.85,6.65,5.43
2020-08-15,US,8.45,0.17,8.77,1.98,7.15,5.66
2020-08-16,US,9.0,0.17,9.02,1.96,7.13,5.78
2020-08-17,US,8.24,0.18,8.52,1.93,6.89,5.59
2020-08-18,US,8.24,0.18,8.33,1.89,6.74,5.62
2020-08-19,US,8.14,0.17,7.97,1.84,6.52,5.47
2020-08-20,US,8.14,0.17,7.73,1.82,6.4,5.7
2020-08-21,US,7.79,0.22,7.71,1.81,6.39,5.37
2020-08-22,US,8.41,0.18,8.59,1.92,6.88,5.65
2020-08-23,US,8.5,0.17,8.99,1.92,7.08,5.69
2020-08-24,US,7.89,0.18,8.43,1.89,6.67,5.41
2020-08-25,US,8.02,0.17,8.04,1.88,6.47,5.38
2020-08-26,US,7.83,0.16,7.55,1.81,6.23,5.22
2020-08-27,US,7.88,0.18,7.43,1.82,6.22,5.29
2020-08-28,US,7.5,0.17,7.28,1.86,6.0,5.18
2020-08-29,US,8.19,0.18,8.07,1.97,6.46,5.56
2020-08-30,US,8.27,0.18,8.27,2.05,6.62,5.65
2020-08-31,US,7.71,0.18,7.68,1.95,6.2,5.42
2020-09-01,US,7.93,0.17,7.48,1.9,6.04,5.31
2020-09-02,US,8.0,0.17,7.29,1.89,6.07,5.26
2020-09-03,US,7.94,0.17,7.17,1.86,6.43,5.22
2020-09-04,US,7.48,0.16,7.1,1.83,6.1,5.08
2020-09-05,US,8.02,0.17,7.97,1.94,6.54,5.5
2020-09-06,US,8.1,0.17,8.46,1.97,6.97,5.69
2020-09-07,US,8.38,0.17,8.59,1.92,6.82,5.64
2020-09-08,US,7.55,0.16,7.67,1.87,6.39,5.24
2020-09-09,US,7.75,0.16,7.27,1.82,6.5,5.17
2020-09-10,US,7.81,0.17,6.93,1.85,6.02,5.01
2020-09-11,US,7.41,0.16,6.67,1.75,5.69,4.88
2020-09-12,US,8.13,0.16,7.48,1.89,6.16,5.24
2020-09-13,US,8.32,0.16,7.71,1.9,6.25,5.41
2020-09-14,US,7.88,0.17,7.3,1.9,6.02,5.36
2020-09-15,US,7.81,0.16,6.99,1.81,5.82,5.19
2020-09-16,US,7.72,0.16,6.78,1.79,5.73,5.09
2020-09-17,US,7.84,0.15,6.7,1.77,5.64,5.04
2020-09-18,US,7.2,0.15,6.3,1.71,5.3,4.88
2020-09-19,US,7.64,0.14,6.92,1.83,5.67,5.18
2020-09-20,US,7.99,0.15,7.01,1.86,5.72,5.25
2020-09-21,US,7.61,0.17,6.68,1.83,5.7,5.18
2020-09-22,US,7.76,0.16,6.65,1.79,5.62,5.11
2020-09-23,US,7.81,0.16,6.57,1.78,5.55,5.1
2020-09-24,US,7.97,0.15,6.43,1.75,5.49,5.06
2020-09-25,US,7.4,0.15,6.42,1.73,5.38,4.93
2020-09-26,US,7.95,0.14,7.18,1.89,5.76,5.34
2020-09-27,US,8.24,0.16,7.41,1.92,5.87,5.5
2020-09-28,US,7.89,0.18,6.96,1.89,5.69,5.31
2020-09-29,US,7.62,0.17,6.46,1.81,5.38,5.0
2020-09-30,US,7.54,0.16,6.25,1.74,5.4,4.95
2020-10-01,US,7.53,0.18,6.2,1.73,5.41,4.95
2020-10-02,US,7.04,0.17,5.94,1.68,5.17,4.74
2020-10-03,US,7.64,0.15,6.58,1.83,5.47,4.99
2020-10-04,US,8.15,0.16,7.04,1.87,5.61,5.13
2020-10-05,US,7.72,0.17,6.83,1.86,5.61,5.08
2020-10-06,US,7.82,0.17,6.59,1.81,5.54,5.03
2020-10-07,US,7.71,0.16,6.38,1.79,5.38,4.99
2020-10-08,US,7.81,0.15,6.29,1.77,5.37,4.96
2020-10-09,US,7.35,0.14,6.14,1.76,5.2,4.87
2020-10-10,US,7.87,0.14,6.72,1.88,5.49,5.18
2020-10-11,US,8.14,0.14,6.86,1.92,5.52,5.33
2020-10-12,US,7.95,0.15,6.66,1.91,5.52,5.22
2020-10-13,US,7.73,0.15,6.27,1.82,5.28,4.99
2020-10-14,US,7.8,0.14,6.21,1.8,5.25,4.97
2020-10-15,US,7.77,0.14,6.11,1.78,5.17,4.93
2020-10-16,US,7.3,0.14,5.81,1.74,4.99,4.74
2020-10-17,US,7.7,0.13,6.3,1.83,5.18,4.9
2020-10-18,US,8.11,0.13,6.51,1.89,5.36,5.08
2020-10-19,US,7.75,0.15,6.33,1.89,5.34,5.15
2020-10-20,US,7.89,0.15,6.3,1.83,5.34,5.19
2020-10-21,US,7.96,0.14,6.16,1.85,5.3,5.04
2020-10-22,US,7.82,0.14,6.0,1.79,5.17,4.96
2020-10-23,US,7.29,0.13,5.81,1.74,4.99,4.96
2020-10-24,US,7.63,0.13,6.18,1.85,5.08,5.01
2020-10-25,US,8.04,0.13,6.18,1.87,5.07,5.05
2020-10-26,US,7.67,0.14,5.97,1.85,5.16,4.91
2020-10-27,US,7.69,0.14,5.95,1.8,5.19,4.85
2020-10-28,US,7.63,0.13,5.85,1.78,5.08,4.82
2020-10-29,US,7.62,0.14,5.74,1.75,5.09,4.76
2020-10-30,US,6.92,0.13,5.63,1.66,5.07,4.56
2020-10-31,US,6.65,0.11,5.62,1.77,4.75,4.47
2020-11-01,US,7.78,0.13,6.25,1.97,5.12,4.95
2020-11-02,US,7.44,0.18,5.85,1.81,5.02,5.48
2020-11-03,US,6.84,0.13,5.38,1.67,4.57,4.62
2020-11-04,US,6.57,0.13,5.22,1.64,4.46,4.41
2020-11-05,US,7.34,0.13,5.64,1.7,4.88,4.7
2020-11-06,US,7.1,0.12,5.45,1.7,4.71,4.62
2020-11-07,US,7.14,0.11,5.7,1.72,4.62,4.68
2020-11-08,US,7.98,0.12,6.22,1.88,5.08,5.1
2020-11-09,US,7.72,0.13,6.01,1.89,5.21,5.1
2020-11-10,US,7.93,0.13,5.96,1.83,5.16,5.06
2020-11-11,US,7.96,0.13,5.92,1.81,5.05,5.02
2020-11-12,US,7.71,0.13,5.86,1.79,4.99,4.89
2020-11-13,US,7.37,0.13,5.52,1.74,4.76,4.63
2020-11-14,US,7.91,0.12,5.97,1.88,4.97,4.86
2020-11-15,US,8.18,0.12,6.14,1.9,5.03,4.94
2020-11-16,US,7.66,0.13,5.97,1.89,5.11,4.86
2020-11-17,US,7.68,0.13,5.94,1.83,5.05,4.85
2020-11-18,US,7.63,0.13,5.82,1.79,5.06,4.78
2020-11-19,US,7.57,0.13,5.81,1.77,5.14,4.73
2020-11-20,US,7.3,0.13,5.59,1.76,4.92,4.63
2020-11-21,US,8.07,0.12,6.06,1.86,5.04,4.89
